date,avg_price,last_price,market_value,order_book_id,quantity,symbol
2016-03-01,15.9,9.7,304580.0,000001.XSHE,31400.0,平安银行
2016-03-01,18.16,14.65,155290.0,600036.XSHG,10600.0,招商银行
2016-03-02,15.9,10.1,317140.0,000001.XSHE,31400.0,平安银行
2016-03-02,18.16,14.96,158576.0,600036.XSHG,10600.0,招商银行
2016-03-03,15.9,10.11,317454.0,000001.XSHE,31400.0,平安银行
2016-03-03,18.16,15.15,160590.0,600036.XSHG,10600.0,招商银行
2016-03-04,15.9,10.4,326560.0,000001.XSHE,31400.0,平安银行
2016-03-04,18.16,15.97,169282.0,600036.XSHG,10600.0,招商银行
2016-03-07,15.9,10.34,324676.0,000001.XSHE,31400.0,平安银行
2016-03-07,18.16,15.78,167268.0,600036.XSHG,10600.0,招商银行
2016-03-08,15.9,10.28,322792.0,000001.XSHE,31400.0,平安银行
2016-03-08,18.16,15.96,169176.0,600036.XSHG,10600.0,招商银行
2016-03-09,15.9,10.17,319338.0,000001.XSHE,31400.0,平安银行
2016-03-09,18.16,16.05,170130.0,600036.XSHG,10600.0,招商银行
2016-03-10,15.9,10.15,318710.0,000001.XSHE,31400.0,平安银行
2016-03-10,18.16,15.66,165996.0,600036.XSHG,10600.0,招商银行
2016-03-11,15.9,10.16,319024.0,000001.XSHE,31400.0,平安银行
2016-03-11,18.16,15.76,167056.0,600036.XSHG,10600.0,招商银行
2016-03-14,15.9,10.26,322164.0,000001.XSHE,31400.0,平安银行
2016-03-14,18.16,15.72,166632.0,600036.XSHG,10600.0,招商银行
2016-03-15,15.9,10.32,324048.0,000001.XSHE,31400.0,平安银行
2016-03-15,18.16,15.86,168116.0,600036.XSHG,10600.0,招商银行
2016-03-16,15.9,10.35,324990.0,000001.XSHE,31400.0,平安银行
2016-03-16,18.16,16.42,174052.0,600036.XSHG,10600.0,招商银行
2016-03-17,15.9,10.42,327188.0,000001.XSHE,31400.0,平安银行
2016-03-17,18.16,16.23,172038.0,600036.XSHG,10600.0,招商银行
2016-03-18,15.9,10.54,330956.0,000001.XSHE,31400.0,平安银行
2016-03-18,18.16,16.17,171402.0,600036.XSHG,10600.0,招商银行
2016-03-21,15.9,10.8,339120.0,000001.XSHE,31400.0,平安银行
2016-03-21,18.16,16.22,171932.0,600036.XSHG,10600.0,招商银行
2016-03-22,15.9,10.72,336608.0,000001.XSHE,31400.0,平安银行
2016-03-22,18.16,16.19,171614.0,600036.XSHG,10600.0,招商银行
2016-03-23,15.9,10.7,335980.0,000001.XSHE,31400.0,平安银行
2016-03-23,18.16,16.18,171508.0,600036.XSHG,10600.0,招商银行
2016-03-24,15.9,10.52,330328.0,000001.XSHE,31400.0,平安银行
2016-03-24,18.16,16.11,170766.0,600036.XSHG,10600.0,招商银行
2016-03-25,15.9,10.59,332526.0,000001.XSHE,31400.0,平安银行
2016-03-25,18.16,16.13,170978.0,600036.XSHG,10600.0,招商银行
2016-03-28,15.9,10.48,329072.0,000001.XSHE,31400.0,平安银行
2016-03-28,18.16,15.85,168010.0,600036.XSHG,10600.0,招商银行
2016-03-29,15.9,10.43,327502.0,000001.XSHE,31400.0,平安银行
2016-03-29,18.16,15.79,167374.0,600036.XSHG,10600.0,招商银行
2016-03-30,15.9,10.7,335980.0,000001.XSHE,31400.0,平安银行
2016-03-30,18.16,16.24,172144.0,600036.XSHG,10600.0,招商银行
2016-03-31,15.9,10.64,334096.0,000001.XSHE,31400.0,平安银行
2016-03-31,18.16,16.09,170554.0,600036.XSHG,10600.0,招商银行
2016-04-01,15.9,10.66,334724.0,000001.XSHE,31400.0,平安银行
2016-04-01,18.16,16.27,172462.0,600036.XSHG,10600.0,招商银行
2016-04-05,15.9,10.7,335980.0,000001.XSHE,31400.0,平安银行
2016-04-05,18.16,16.34,173204.0,600036.XSHG,10600.0,招商银行
2016-04-06,15.9,10.72,336608.0,000001.XSHE,31400.0,平安银行
2016-04-06,18.16,16.26,172356.0,600036.XSHG,10600.0,招商银行
2016-04-07,15.9,10.59,332526.0,000001.XSHE,31400.0,平安银行
2016-04-07,18.16,16.1,170660.0,600036.XSHG,10600.0,招商银行
2016-04-08,15.9,10.57,331898.0,000001.XSHE,31400.0,平安银行
2016-04-08,18.16,16.16,171296.0,600036.XSHG,10600.0,招商银行
2016-04-11,15.9,10.72,336608.0,000001.XSHE,31400.0,平安银行
2016-04-11,18.16,16.31,172886.0,600036.XSHG,10600.0,招商银行
2016-04-12,15.9,10.67,335038.0,000001.XSHE,31400.0,平安银行
2016-04-12,18.16,16.29,172674.0,600036.XSHG,10600.0,招商银行
2016-04-13,15.9,10.81,339434.0,000001.XSHE,31400.0,平安银行
2016-04-13,18.16,16.48,174688.0,600036.XSHG,10600.0,招商银行
2016-04-14,15.9,10.84,340376.0,000001.XSHE,31400.0,平安银行
2016-04-14,18.16,16.46,174476.0,600036.XSHG,10600.0,招商银行
2016-04-15,15.9,10.88,341632.0,000001.XSHE,31400.0,平安银行
2016-04-15,18.16,16.93,179458.0,600036.XSHG,10600.0,招商银行
2016-04-18,15.9,10.73,336922.0,000001.XSHE,31400.0,平安银行
2016-04-18,18.16,17.06,180836.0,600036.XSHG,10600.0,招商银行
2016-04-19,15.9,10.77,338178.0,000001.XSHE,31400.0,平安银行
2016-04-19,18.16,17.11,181366.0,600036.XSHG,10600.0,招商银行
2016-04-20,15.9,10.52,330328.0,000001.XSHE,31400.0,平安银行
2016-04-20,18.16,17.33,183698.0,600036.XSHG,10600.0,招商银行
2016-04-21,15.9,10.51,330014.0,000001.XSHE,31400.0,平安银行
2016-04-21,18.16,17.69,187514.0,600036.XSHG,10600.0,招商银行
2016-04-22,15.9,10.55,331270.0,000001.XSHE,31400.0,平安银行
2016-04-22,18.16,17.87,189422.0,600036.XSHG,10600.0,招商银行
2016-04-25,15.9,10.5,329700.0,000001.XSHE,31400.0,平安银行
2016-04-25,18.16,17.9,189740.0,600036.XSHG,10600.0,招商银行
2016-04-26,15.9,10.59,332526.0,000001.XSHE,31400.0,平安银行
2016-04-26,18.16,17.91,189846.0,600036.XSHG,10600.0,招商银行
2016-04-27,15.9,10.57,331898.0,000001.XSHE,31400.0,平安银行
2016-04-27,18.16,17.88,189528.0,600036.XSHG,10600.0,招商银行
2016-04-28,15.9,10.66,334724.0,000001.XSHE,31400.0,平安银行
2016-04-28,18.16,17.88,189528.0,600036.XSHG,10600.0,招商银行
2016-04-29,15.9,10.57,331898.0,000001.XSHE,31400.0,平安银行
2016-04-29,18.16,17.75,188150.0,600036.XSHG,10600.0,招商银行
2016-05-03,15.9,10.68,335352.0,000001.XSHE,31400.0,平安银行
2016-05-03,18.16,17.7,187620.0,600036.XSHG,10600.0,招商银行
2016-05-04,15.9,10.72,336608.0,000001.XSHE,31400.0,平安银行
2016-05-04,18.16,17.65,187090.0,600036.XSHG,10600.0,招商银行
2016-05-05,15.9,10.72,336608.0,000001.XSHE,31400.0,平安银行
2016-05-05,18.16,17.62,186772.0,600036.XSHG,10600.0,招商银行
2016-05-06,15.9,10.52,330328.0,000001.XSHE,31400.0,平安银行
2016-05-06,18.16,17.32,183592.0,600036.XSHG,10600.0,招商银行
2016-05-09,15.9,10.35,324990.0,000001.XSHE,31400.0,平安银行
2016-05-09,18.16,17.3,183380.0,600036.XSHG,10600.0,招商银行
2016-05-10,15.9,10.28,322792.0,000001.XSHE,31400.0,平安银行
2016-05-10,18.16,17.04,180624.0,600036.XSHG,10600.0,招商银行
2016-05-11,15.9,10.37,325618.0,000001.XSHE,31400.0,平安银行
2016-05-11,18.16,17.15,181790.0,600036.XSHG,10600.0,招商银行
2016-05-12,15.9,10.38,325932.0,000001.XSHE,31400.0,平安银行
2016-05-12,18.16,17.46,185076.0,600036.XSHG,10600.0,招商银行
2016-05-13,15.9,10.35,324990.0,000001.XSHE,31400.0,平安银行
2016-05-13,18.16,17.57,186242.0,600036.XSHG,10600.0,招商银行
2016-05-16,15.9,10.36,325304.0,000001.XSHE,31400.0,平安银行
2016-05-16,18.16,17.5,185500.0,600036.XSHG,10600.0,招商银行
2016-05-17,15.9,10.3,323420.0,000001.XSHE,31400.0,平安银行
2016-05-17,18.16,17.48,185288.0,600036.XSHG,10600.0,招商银行
2016-05-18,15.9,10.3,323420.0,000001.XSHE,31400.0,平安银行
2016-05-18,18.16,17.82,188892.0,600036.XSHG,10600.0,招商银行
2016-05-19,15.9,10.25,321850.0,000001.XSHE,31400.0,平安银行
2016-05-19,18.16,17.81,188786.0,600036.XSHG,10600.0,招商银行
2016-05-20,15.9,10.3,323420.0,000001.XSHE,31400.0,平安银行
2016-05-20,18.16,17.88,189528.0,600036.XSHG,10600.0,招商银行
2016-05-23,15.9,10.28,322792.0,000001.XSHE,31400.0,平安银行
2016-05-23,18.16,17.52,185712.0,600036.XSHG,10600.0,招商银行
2016-05-24,15.9,10.21,320594.0,000001.XSHE,31400.0,平安银行
2016-05-24,18.16,17.33,183698.0,600036.XSHG,10600.0,招商银行
2016-05-25,15.9,10.23,321222.0,000001.XSHE,31400.0,平安银行
2016-05-25,18.16,17.55,186030.0,600036.XSHG,10600.0,招商银行
2016-05-26,15.9,10.22,320908.0,000001.XSHE,31400.0,平安银行
2016-05-26,18.16,17.69,187514.0,600036.XSHG,10600.0,招商银行
2016-05-27,15.9,10.27,322478.0,000001.XSHE,31400.0,平安银行
2016-05-27,18.16,17.66,187196.0,600036.XSHG,10600.0,招商银行
2016-05-30,15.9,10.28,322792.0,000001.XSHE,31400.0,平安银行
2016-05-30,18.16,17.84,189104.0,600036.XSHG,10600.0,招商银行
2016-05-31,15.9,10.55,331270.0,000001.XSHE,31400.0,平安银行
2016-05-31,18.16,18.0,190800.0,600036.XSHG,10600.0,招商银行
2016-06-01,15.9,10.48,329072.0,000001.XSHE,31400.0,平安银行
2016-06-01,18.16,17.83,188998.0,600036.XSHG,10600.0,招商银行
2016-06-02,15.9,10.46,328444.0,000001.XSHE,31400.0,平安银行
2016-06-02,18.16,17.73,187938.0,600036.XSHG,10600.0,招商银行
2016-06-03,15.9,10.5,329700.0,000001.XSHE,31400.0,平安银行
2016-06-03,18.16,17.78,188468.0,600036.XSHG,10600.0,招商银行
2016-06-06,15.9,10.51,330014.0,000001.XSHE,31400.0,平安银行
2016-06-06,18.16,17.64,186984.0,600036.XSHG,10600.0,招商银行
2016-06-07,15.9,10.52,330328.0,000001.XSHE,31400.0,平安银行
2016-06-07,18.16,17.8,188680.0,600036.XSHG,10600.0,招商银行
2016-06-08,15.9,10.5,329700.0,000001.XSHE,31400.0,平安银行
2016-06-08,18.16,17.77,188362.0,600036.XSHG,10600.0,招商银行
2016-06-13,15.9,10.33,324362.0,000001.XSHE,31400.0,平安银行
2016-06-13,18.16,17.32,183592.0,600036.XSHG,10600.0,招商银行
2016-06-14,15.9,10.4,326560.0,000001.XSHE,31400.0,平安银行
2016-06-14,18.16,17.38,184228.0,600036.XSHG,10600.0,招商银行
2016-06-15,15.9,10.44,327816.0,000001.XSHE,31400.0,平安银行
2016-06-15,18.16,17.39,184334.0,600036.XSHG,10600.0,招商银行
2016-06-16,13.122,8.57,322917.6,000001.XSHE,37680.0,平安银行
2016-06-16,18.16,17.4,184440.0,600036.XSHG,10600.0,招商银行
2016-06-17,13.122,8.58,323294.4,000001.XSHE,37680.0,平安银行
2016-06-17,18.16,17.5,185500.0,600036.XSHG,10600.0,招商银行
2016-06-20,13.122,8.6,324048.0,000001.XSHE,37680.0,平安银行
2016-06-20,18.16,17.51,185606.0,600036.XSHG,10600.0,招商银行
2016-06-21,13.122,8.61,324424.8,000001.XSHE,37680.0,平安银行
2016-06-21,18.16,17.54,185924.0,600036.XSHG,10600.0,招商银行
2016-06-22,13.122,8.73,328946.4,000001.XSHE,37680.0,平安银行
2016-06-22,18.16,17.5,185500.0,600036.XSHG,10600.0,招商银行
2016-06-23,13.122,8.66,326308.8,000001.XSHE,37680.0,平安银行
2016-06-23,18.16,17.26,182956.0,600036.XSHG,10600.0,招商银行
2016-06-24,13.122,8.57,322917.6,000001.XSHE,37680.0,平安银行
2016-06-24,18.16,17.25,182850.0,600036.XSHG,10600.0,招商银行
2016-06-27,13.122,8.61,324424.8,000001.XSHE,37680.0,平安银行
2016-06-27,18.16,17.28,183168.0,600036.XSHG,10600.0,招商银行
2016-06-28,13.122,8.63,325178.4,000001.XSHE,37680.0,平安银行
2016-06-28,18.16,17.29,183274.0,600036.XSHG,10600.0,招商银行
2016-06-29,13.122,8.69,327439.2,000001.XSHE,37680.0,平安银行
2016-06-29,18.16,17.45,184970.0,600036.XSHG,10600.0,招商银行
2016-06-30,13.122,8.7,327816.0,000001.XSHE,37680.0,平安银行
2016-06-30,18.16,17.5,185500.0,600036.XSHG,10600.0,招商银行
2016-07-01,13.122,8.71,328192.8,000001.XSHE,37680.0,平安银行
2016-07-01,18.16,17.63,186878.0,600036.XSHG,10600.0,招商银行
2016-07-04,13.122,8.81,331960.8,000001.XSHE,37680.0,平安银行
2016-07-04,18.16,17.72,187832.0,600036.XSHG,10600.0,招商银行
2016-07-05,13.122,8.81,331960.8,000001.XSHE,37680.0,平安银行
2016-07-05,18.16,17.56,186136.0,600036.XSHG,10600.0,招商银行
2016-07-06,13.122,8.79,331207.2,000001.XSHE,37680.0,平安银行
2016-07-06,18.16,17.42,184652.0,600036.XSHG,10600.0,招商银行
2016-07-07,13.122,8.78,330830.4,000001.XSHE,37680.0,平安银行
2016-07-07,18.16,17.51,185606.0,600036.XSHG,10600.0,招商银行
2016-07-08,13.122,8.74,329323.2,000001.XSHE,37680.0,平安银行
2016-07-08,18.16,17.39,184334.0,600036.XSHG,10600.0,招商银行
2016-07-11,13.122,8.75,329700.0,000001.XSHE,37680.0,平安银行
2016-07-11,18.16,17.48,185288.0,600036.XSHG,10600.0,招商银行
2016-07-12,13.122,8.88,334598.4,000001.XSHE,37680.0,平安银行
2016-07-12,18.16,17.71,187726.0,600036.XSHG,10600.0,招商银行
2016-07-13,13.122,8.99,338743.2,000001.XSHE,37680.0,平安银行
2016-07-13,17.47,17.05,180730.0,600036.XSHG,10600.0,招商银行
2016-07-14,13.122,8.94,336859.2,000001.XSHE,37680.0,平安银行
2016-07-14,17.47,17.09,181154.0,600036.XSHG,10600.0,招商银行
2016-07-15,13.122,8.99,338743.2,000001.XSHE,37680.0,平安银行
2016-07-15,17.47,17.14,181684.0,600036.XSHG,10600.0,招商银行
2016-07-18,13.122,9.04,340627.2,000001.XSHE,37680.0,平安银行
2016-07-18,17.47,17.26,182956.0,600036.XSHG,10600.0,招商银行
2016-07-19,13.122,8.97,337989.6,000001.XSHE,37680.0,平安银行
2016-07-19,17.47,17.12,181472.0,600036.XSHG,10600.0,招商银行
2016-07-20,13.122,8.96,337612.8,000001.XSHE,37680.0,平安银行
2016-07-20,17.47,17.07,180942.0,600036.XSHG,10600.0,招商银行
2016-07-21,13.122,8.99,338743.2,000001.XSHE,37680.0,平安银行
2016-07-21,17.47,17.24,182744.0,600036.XSHG,10600.0,招商银行
2016-07-22,13.122,8.94,336859.2,000001.XSHE,37680.0,平安银行
2016-07-22,17.47,17.08,181048.0,600036.XSHG,10600.0,招商银行
2016-07-25,13.122,8.98,338366.4,000001.XSHE,37680.0,平安银行
2016-07-25,17.47,17.12,181472.0,600036.XSHG,10600.0,招商银行
2016-07-26,13.122,9.11,343264.8,000001.XSHE,37680.0,平安银行
2016-07-26,17.47,17.17,182002.0,600036.XSHG,10600.0,招商银行
2016-07-27,13.122,9.01,339496.8,000001.XSHE,37680.0,平安银行
2016-07-27,17.47,17.37,184122.0,600036.XSHG,10600.0,招商银行
2016-07-28,13.122,9.08,342134.4,000001.XSHE,37680.0,平安银行
2016-07-28,17.47,17.14,181684.0,600036.XSHG,10600.0,招商银行
2016-07-29,13.122,9.2,346656.0,000001.XSHE,37680.0,平安银行
2016-07-29,17.47,17.16,181896.0,600036.XSHG,10600.0,招商银行
2016-08-01,13.122,9.28,349670.4,000001.XSHE,37680.0,平安银行
2016-08-01,17.47,17.18,182108.0,600036.XSHG,10600.0,招商银行
2016-08-02,13.122,9.25,348540.0,000001.XSHE,37680.0,平安银行
2016-08-02,17.47,17.15,181790.0,600036.XSHG,10600.0,招商银行
2016-08-03,13.122,9.18,345902.4,000001.XSHE,37680.0,平安银行
2016-08-03,17.47,17.07,180942.0,600036.XSHG,10600.0,招商银行
2016-08-04,13.122,8.99,338743.2,000001.XSHE,37680.0,平安银行
2016-08-04,17.47,17.06,180836.0,600036.XSHG,10600.0,招商银行
2016-08-05,13.122,9.04,340627.2,000001.XSHE,37680.0,平安银行
2016-08-05,17.47,17.1,181260.0,600036.XSHG,10600.0,招商银行
2016-08-08,13.122,9.11,343264.8,000001.XSHE,37680.0,平安银行
2016-08-08,17.47,17.13,181578.0,600036.XSHG,10600.0,招商银行
2016-08-09,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-08-09,17.47,17.17,182002.0,600036.XSHG,10600.0,招商银行
2016-08-10,13.122,9.14,344395.2,000001.XSHE,37680.0,平安银行
2016-08-10,17.47,17.28,183168.0,600036.XSHG,10600.0,招商银行
2016-08-11,13.122,9.22,347409.6,000001.XSHE,37680.0,平安银行
2016-08-11,17.47,17.45,184970.0,600036.XSHG,10600.0,招商银行
2016-08-12,13.122,9.5,357960.0,000001.XSHE,37680.0,平安银行
2016-08-12,17.47,17.99,190694.0,600036.XSHG,10600.0,招商银行
2016-08-15,13.122,9.68,364742.4,000001.XSHE,37680.0,平安银行
2016-08-15,17.47,18.42,195252.0,600036.XSHG,10600.0,招商银行
2016-08-16,13.122,9.52,358713.6,000001.XSHE,37680.0,平安银行
2016-08-16,17.47,18.31,194086.0,600036.XSHG,10600.0,招商银行
2016-08-17,13.122,9.55,359844.0,000001.XSHE,37680.0,平安银行
2016-08-17,17.47,18.4,195040.0,600036.XSHG,10600.0,招商银行
2016-08-18,13.122,9.5,357960.0,000001.XSHE,37680.0,平安银行
2016-08-18,17.47,18.23,193238.0,600036.XSHG,10600.0,招商银行
2016-08-19,13.122,9.51,358336.8,000001.XSHE,37680.0,平安银行
2016-08-19,17.47,18.62,197372.0,600036.XSHG,10600.0,招商银行
2016-08-22,13.122,9.4,354192.0,000001.XSHE,37680.0,平安银行
2016-08-22,17.47,18.69,198114.0,600036.XSHG,10600.0,招商银行
2016-08-23,13.122,9.4,354192.0,000001.XSHE,37680.0,平安银行
2016-08-23,17.47,18.66,197796.0,600036.XSHG,10600.0,招商银行
2016-08-24,13.122,9.43,355322.4,000001.XSHE,37680.0,平安银行
2016-08-24,17.47,18.62,197372.0,600036.XSHG,10600.0,招商银行
2016-08-25,13.122,9.44,355699.2,000001.XSHE,37680.0,平安银行
2016-08-25,17.47,18.51,196206.0,600036.XSHG,10600.0,招商银行
2016-08-26,13.122,9.45,356076.0,000001.XSHE,37680.0,平安银行
2016-08-26,17.47,18.55,196630.0,600036.XSHG,10600.0,招商银行
2016-08-29,13.122,9.42,354945.6,000001.XSHE,37680.0,平安银行
2016-08-29,17.47,18.27,193662.0,600036.XSHG,10600.0,招商银行
2016-08-30,13.122,9.47,356829.6,000001.XSHE,37680.0,平安银行
2016-08-30,17.47,18.44,195464.0,600036.XSHG,10600.0,招商银行
2016-08-31,13.122,9.49,357583.2,000001.XSHE,37680.0,平安银行
2016-08-31,17.47,18.63,197478.0,600036.XSHG,10600.0,招商银行
2016-09-01,13.122,9.45,356076.0,000001.XSHE,37680.0,平安银行
2016-09-01,17.47,18.62,197372.0,600036.XSHG,10600.0,招商银行
2016-09-02,13.122,9.45,356076.0,000001.XSHE,37680.0,平安银行
2016-09-02,17.47,18.68,198008.0,600036.XSHG,10600.0,招商银行
2016-09-05,13.122,9.42,354945.6,000001.XSHE,37680.0,平安银行
2016-09-05,17.47,18.75,198750.0,600036.XSHG,10600.0,招商银行
2016-09-06,13.122,9.41,354568.8,000001.XSHE,37680.0,平安银行
2016-09-06,17.47,18.51,196206.0,600036.XSHG,10600.0,招商银行
2016-09-07,13.122,9.4,354192.0,000001.XSHE,37680.0,平安银行
2016-09-07,17.47,18.56,196736.0,600036.XSHG,10600.0,招商银行
2016-09-08,13.122,9.4,354192.0,000001.XSHE,37680.0,平安银行
2016-09-08,17.47,18.53,196418.0,600036.XSHG,10600.0,招商银行
2016-09-09,13.122,9.38,353438.4,000001.XSHE,37680.0,平安银行
2016-09-09,17.47,18.33,194298.0,600036.XSHG,10600.0,招商银行
2016-09-12,13.122,9.16,345148.8,000001.XSHE,37680.0,平安银行
2016-09-12,17.47,17.9,189740.0,600036.XSHG,10600.0,招商银行
2016-09-13,13.122,9.19,346279.2,000001.XSHE,37680.0,平安银行
2016-09-13,17.47,17.91,189846.0,600036.XSHG,10600.0,招商银行
2016-09-14,13.122,9.06,341380.8,000001.XSHE,37680.0,平安银行
2016-09-14,17.47,17.54,185924.0,600036.XSHG,10600.0,招商银行
2016-09-19,13.122,9.12,343641.6,000001.XSHE,37680.0,平安银行
2016-09-19,17.47,17.81,188786.0,600036.XSHG,10600.0,招商银行
2016-09-20,13.122,9.08,342134.4,000001.XSHE,37680.0,平安银行
2016-09-20,17.47,17.74,188044.0,600036.XSHG,10600.0,招商银行
2016-09-21,13.122,9.08,342134.4,000001.XSHE,37680.0,平安银行
2016-09-21,17.47,17.88,189528.0,600036.XSHG,10600.0,招商银行
2016-09-22,13.122,9.16,345148.8,000001.XSHE,37680.0,平安银行
2016-09-22,17.47,17.97,190482.0,600036.XSHG,10600.0,招商银行
2016-09-23,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-09-23,17.47,17.98,190588.0,600036.XSHG,10600.0,招商银行
2016-09-26,13.122,9.04,340627.2,000001.XSHE,37680.0,平安银行
2016-09-26,17.47,18.0,190800.0,600036.XSHG,10600.0,招商银行
2016-09-27,13.122,9.06,341380.8,000001.XSHE,37680.0,平安银行
2016-09-27,17.47,18.07,191542.0,600036.XSHG,10600.0,招商银行
2016-09-28,13.122,9.05,341004.0,000001.XSHE,37680.0,平安银行
2016-09-28,17.47,17.89,189634.0,600036.XSHG,10600.0,招商银行
2016-09-29,13.122,9.06,341380.8,000001.XSHE,37680.0,平安银行
2016-09-29,17.47,18.0,190800.0,600036.XSHG,10600.0,招商银行
2016-09-30,13.122,9.07,341757.6,000001.XSHE,37680.0,平安银行
2016-09-30,17.47,18.0,190800.0,600036.XSHG,10600.0,招商银行
2016-10-10,13.122,9.12,343641.6,000001.XSHE,37680.0,平安银行
2016-10-10,17.47,18.3,193980.0,600036.XSHG,10600.0,招商银行
2016-10-11,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-10-11,17.47,18.33,194298.0,600036.XSHG,10600.0,招商银行
2016-10-12,13.122,9.13,344018.4,000001.XSHE,37680.0,平安银行
2016-10-12,17.47,18.15,192390.0,600036.XSHG,10600.0,招商银行
2016-10-13,13.122,9.07,341757.6,000001.XSHE,37680.0,平安银行
2016-10-13,17.47,18.09,191754.0,600036.XSHG,10600.0,招商银行
2016-10-14,13.122,9.09,342511.2,000001.XSHE,37680.0,平安银行
2016-10-14,17.47,18.1,191860.0,600036.XSHG,10600.0,招商银行
2016-10-17,13.122,9.05,341004.0,000001.XSHE,37680.0,平安银行
2016-10-17,17.47,17.86,189316.0,600036.XSHG,10600.0,招商银行
2016-10-18,13.122,9.09,342511.2,000001.XSHE,37680.0,平安银行
2016-10-18,17.47,17.93,190058.0,600036.XSHG,10600.0,招商银行
2016-10-19,13.122,9.08,342134.4,000001.XSHE,37680.0,平安银行
2016-10-19,17.47,17.88,189528.0,600036.XSHG,10600.0,招商银行
2016-10-20,13.122,9.07,341757.6,000001.XSHE,37680.0,平安银行
2016-10-20,17.47,17.89,189634.0,600036.XSHG,10600.0,招商银行
2016-10-21,13.122,9.13,344018.4,000001.XSHE,37680.0,平安银行
2016-10-21,17.47,17.91,189846.0,600036.XSHG,10600.0,招商银行
2016-10-24,13.122,9.24,348163.2,000001.XSHE,37680.0,平安银行
2016-10-24,17.47,18.31,194086.0,600036.XSHG,10600.0,招商银行
2016-10-25,13.122,9.21,347032.8,000001.XSHE,37680.0,平安银行
2016-10-25,17.47,18.13,192178.0,600036.XSHG,10600.0,招商银行
2016-10-26,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-10-26,17.47,17.97,190482.0,600036.XSHG,10600.0,招商银行
2016-10-27,13.122,9.16,345148.8,000001.XSHE,37680.0,平安银行
2016-10-27,17.47,17.81,188786.0,600036.XSHG,10600.0,招商银行
2016-10-28,13.122,9.17,345525.6,000001.XSHE,37680.0,平安银行
2016-10-28,17.47,17.9,189740.0,600036.XSHG,10600.0,招商银行
2016-10-31,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-10-31,17.47,17.86,189316.0,600036.XSHG,10600.0,招商银行
2016-11-01,13.122,9.14,344395.2,000001.XSHE,37680.0,平安银行
2016-11-01,17.47,17.98,190588.0,600036.XSHG,10600.0,招商银行
2016-11-02,13.122,9.07,341757.6,000001.XSHE,37680.0,平安银行
2016-11-02,17.47,17.84,189104.0,600036.XSHG,10600.0,招商银行
2016-11-03,13.122,9.13,344018.4,000001.XSHE,37680.0,平安银行
2016-11-03,17.47,17.93,190058.0,600036.XSHG,10600.0,招商银行
2016-11-04,13.122,9.11,343264.8,000001.XSHE,37680.0,平安银行
2016-11-04,17.47,17.91,189846.0,600036.XSHG,10600.0,招商银行
2016-11-07,13.122,9.12,343641.6,000001.XSHE,37680.0,平安银行
2016-11-07,17.47,17.89,189634.0,600036.XSHG,10600.0,招商银行
2016-11-08,13.122,9.15,344772.0,000001.XSHE,37680.0,平安银行
2016-11-08,17.47,17.99,190694.0,600036.XSHG,10600.0,招商银行
2016-11-09,13.122,9.07,341757.6,000001.XSHE,37680.0,平安银行
2016-11-09,17.47,17.89,189634.0,600036.XSHG,10600.0,招商银行
2016-11-10,13.122,9.14,344395.2,000001.XSHE,37680.0,平安银行
2016-11-10,17.47,18.0,190800.0,600036.XSHG,10600.0,招商银行
2016-11-11,13.122,9.18,345902.4,000001.XSHE,37680.0,平安银行
2016-11-11,17.47,18.02,191012.0,600036.XSHG,10600.0,招商银行
2016-11-14,13.122,9.22,347409.6,000001.XSHE,37680.0,平安银行
2016-11-14,17.47,18.04,191224.0,600036.XSHG,10600.0,招商银行
2016-11-15,13.122,9.23,347786.4,000001.XSHE,37680.0,平安银行
2016-11-15,17.47,18.18,192708.0,600036.XSHG,10600.0,招商银行
2016-11-16,13.122,9.23,347786.4,000001.XSHE,37680.0,平安银行
2016-11-16,17.47,18.12,192072.0,600036.XSHG,10600.0,招商银行
2016-11-17,13.122,9.21,347032.8,000001.XSHE,37680.0,平安银行
2016-11-17,17.47,18.12,192072.0,600036.XSHG,10600.0,招商银行
2016-11-18,13.122,9.18,345902.4,000001.XSHE,37680.0,平安银行
2016-11-18,17.47,18.1,191860.0,600036.XSHG,10600.0,招商银行
2016-11-21,13.122,9.24,348163.2,000001.XSHE,37680.0,平安银行
2016-11-21,17.47,18.34,194404.0,600036.XSHG,10600.0,招商银行
2016-11-22,13.122,9.36,352684.8,000001.XSHE,37680.0,平安银行
2016-11-22,17.47,18.37,194722.0,600036.XSHG,10600.0,招商银行
2016-11-23,13.122,9.45,356076.0,000001.XSHE,37680.0,平安银行
2016-11-23,17.47,18.84,199704.0,600036.XSHG,10600.0,招商银行
2016-11-24,13.122,9.47,356829.6,000001.XSHE,37680.0,平安银行
2016-11-24,17.47,18.74,198644.0,600036.XSHG,10600.0,招商银行
2016-11-25,13.122,9.62,362481.6,000001.XSHE,37680.0,平安银行
2016-11-25,17.47,18.99,201294.0,600036.XSHG,10600.0,招商银行
2016-11-28,13.122,9.63,362858.4,000001.XSHE,37680.0,平安银行
