date,cash,market_value,static_unit_net_value,total_value,unit_net_value,units
2017-10-31,333600.554,722087.2,1.064,1055687.754,1.055688,1000000.0
2017-11-01,333600.554,714692.0,1.056,1048292.554,1.048293,1000000.0
2017-11-02,333600.554,721133.2,1.048,1054733.754,1.054734,1000000.0
2017-11-03,333600.554,716011.2,1.055,1049611.754,1.049612,1000000.0
2017-11-06,333600.554,707096.4,1.05,1040696.954,1.040697,1000000.0
2017-11-07,333600.554,735663.6,1.041,1069264.154,1.069264,1000000.0
2017-11-08,333600.554,744212.4,1.069,1077812.954,1.077813,1000000.0
2017-11-09,333600.554,751536.4,1.078,1085136.954,1.085137,1000000.0
2017-11-10,333600.554,750406.0,1.085,1084006.554,1.084007,1000000.0
2017-11-13,333600.554,779374.0,1.084,1112974.554,1.112975,1000000.0
2017-11-14,333600.554,784968.0,1.113,1118568.554,1.118569,1000000.0
2017-11-15,333600.554,781600.0,1.119,1115200.554,1.115201,1000000.0
2017-11-16,333600.554,791468.0,1.115,1125068.554,1.125069,1000000.0
2017-11-17,333600.554,808050.4,1.125,1141650.954,1.141651,1000000.0
2017-11-20,333600.554,860558.0,1.142,1194158.554,1.194159,1000000.0
2017-11-21,333600.554,866292.0,1.194,1199892.554,1.199893,1000000.0
2017-11-22,333600.554,896508.0,1.2,1230108.554,1.230109,1000000.0
2017-11-23,333600.554,858708.0,1.23,1192308.554,1.192309,1000000.0
2017-11-24,333600.554,867574.8,1.192,1201175.354,1.201175,1000000.0
2017-11-27,333600.554,841610.4,1.201,1175210.954,1.175211,1000000.0
