date,cash,dividend_receivable,market_value,total_value,transaction_cost
2017-08-30,333600.554,0,718578.4,1052178.954,0.0
2017-08-31,333600.554,0,708580.4,1042180.954,0.0
2017-09-01,333600.554,0,706048.8,1039649.354,0.0
2017-09-04,333600.554,0,727385.6,1060986.154,0.0
2017-09-05,333600.554,0,728399.2,1061999.754,0.0
2017-09-06,333600.554,0,725784.0,1059384.554,0.0
2017-09-07,333600.554,0,710369.2,1043969.754,0.0
2017-09-08,333600.554,0,712571.2,1046171.754,0.0
2017-09-11,333600.554,0,706306.4,1039906.954,0.0
2017-09-12,333600.554,0,715091.2,1048691.754,0.0
2017-09-13,333600.554,0,708084.4,1041684.954,0.0
2017-09-14,333600.554,0,700653.6,1034254.154,0.0
2017-09-15,333600.554,0,700689.2,1034289.754,0.0
2017-09-18,333600.554,0,696956.0,1030556.554,0.0
2017-09-19,333600.554,0,696780.4,1030380.954,0.0
2017-09-20,333600.554,0,699841.2,1033441.754,0.0
2017-09-21,333600.554,0,708048.8,1041649.354,0.0
2017-09-22,333600.554,0,706129.2,1039729.754,0.0
2017-09-25,333600.554,0,698993.2,1032593.754,0.0
2017-09-26,333600.554,0,688890.0,1022490.554,0.0
2017-09-27,333600.554,0,681082.4,1014682.954,0.0
2017-09-28,333600.554,0,677078.4,1010678.954,0.0
2017-09-29,333600.554,0,689454.8,1023055.354,0.0
2017-10-09,333600.554,0,702232.0,1035832.554,0.0
2017-10-10,333600.554,0,709061.6,1042662.154,0.0
2017-10-11,333600.554,0,710474.4,1044074.954,0.0
2017-10-12,333600.554,0,714726.0,1048326.554,0.0
2017-10-13,333600.554,0,705764.8,1039365.354,0.0
2017-10-16,333600.554,0,721533.2,1055133.754,0.0
2017-10-17,333600.554,0,720214.8,1053815.354,0.0
2017-10-18,333600.554,0,727845.2,1061445.754,0.0
2017-10-19,333600.554,0,725478.4,1059078.954,0.0
2017-10-20,333600.554,0,716328.4,1049928.954,0.0
2017-10-23,333600.554,0,702539.2,1036139.754,0.0
2017-10-24,333600.554,0,711347.2,1044947.754,0.0
2017-10-25,333600.554,0,708733.6,1042334.154,0.0
2017-10-26,333600.554,0,702692.4,1036292.954,0.0
2017-10-27,333600.554,0,733440.8,1067041.354,0.0
2017-10-30,333600.554,0,730154.8,1063755.354,0.0
2017-10-31,333600.554,0,722087.2,1055687.754,0.0
2017-11-01,333600.554,0,714692.0,1048292.554,0.0
2017-11-02,333600.554,0,721133.2,1054733.754,0.0
2017-11-03,333600.554,0,716011.2,1049611.754,0.0
2017-11-06,333600.554,0,707096.4,1040696.954,0.0
2017-11-07,333600.554,0,735663.6,1069264.154,0.0
2017-11-08,333600.554,0,744212.4,1077812.954,0.0
2017-11-09,333600.554,0,751536.4,1085136.954,0.0
2017-11-10,333600.554,0,750406.0,1084006.554,0.0
2017-11-13,333600.554,0,779374.0,1112974.554,0.0
2017-11-14,333600.554,0,784968.0,1118568.554,0.0
2017-11-15,333600.554,0,781600.0,1115200.554,0.0
2017-11-16,333600.554,0,791468.0,1125068.554,0.0
2017-11-17,333600.554,0,808050.4,1141650.954,0.0
2017-11-20,333600.554,0,860558.0,1194158.554,0.0
2017-11-21,333600.554,0,866292.0,1199892.554,0.0
2017-11-22,333600.554,0,896508.0,1230108.554,0.0
2017-11-23,333600.554,0,858708.0,1192308.554,0.0
2017-11-24,333600.554,0,867574.8,1201175.354,0.0
2017-11-27,333600.554,0,841610.4,1175210.954,0.0
